"","Nazwa","Nazwa_IZFiA","OB","TFI","Data_utworzenia","PW","NW","Aktywa","Profil","OZZ","OZN","OZU","OZW","TER","mean_daily_log_rr","std_daily_log_rr","var_5","var_95","es","eg","yearly_rr","yearly_std","Lokalizacja","Rok","sr","Wiek","Name_time"
"218","Noble Fund Pieniê¿ny","Noble Fund Pieniê¿ny",1.2,"Noble Funds","2006-12-01",500,100,"74.9","pieniê¿ne",1,"0",0,"","1.53","6.14586E-05","0.000549398","-0.000928104","0.232954193","2.55738E-05","0.00868351","0.015364657","0.137898784","polskie","2017",0.0026443815487162,11.7059360730594,"Noble Fund Pieniê¿ny2017"
"219","Noble Fund Stabilnego Wzrostu Plus","Noble Fund Stabilnego Wzrostu Plus",3.56,"Noble Funds","2007-12-28",500,100,"161.9","mieszane",3.5,"3",0,"","3.56","3.24322E-05","0.003239568","-0.006377051","1.600639832","9.94895E-05","0.069782748","0.008108057","0.81313148","zagraniczne","2017",-0.00847580393763626,10.6319634703196,"Noble Fund Stabilnego Wzrostu Plus2017"
"220","Noble Fund Timingowy","Noble Fund Timingowy",4.08,"Noble Funds","2008-07-31",500,100,"88.9","mieszane",4,"4",0,"10","4.28","0.000231265","0.004830691","-0.009608373","2.411701548","0.000348892","0.129833221","0.057816363","1.212503453","zagraniczne","2017",0.0353123637661096,10.040296803653,"Noble Fund Timingowy2017"
"221","Novo Akcji","Novo FIO (Akcji)",4.23,"Novo","1998-06-01",100,50,"114.8","akcji",4,"4",0,"","4.12","0.000237306","0.01356687","-0.026073435","6.544432077","-0.001687429","-0.400901218","0.059326555","3.405284354","polskie","2017",0.0130169907684602,20.212899543379,"Novo Akcji2017"
"222","Novo Aktywnej Alokacji","Novo FIO (Aktywnej Alokacji)",3.83,"Novo","2009-11-02",100,50,"33.5","mieszane",3.6,"3",0,"","3.63","0.000558386","0.009943935","-0.021179667","5.316096325","-0.000892693","-0.219412212","0.139596525","2.495927753","zagraniczne","2017",0.0499199245051225,8.78264840182648,"Novo Aktywnej Alokacji2017"
"223","Novo Globalnego Dochodu","Novo FIO (Globalnego Dochodu)",7.57,"Novo","2014-07-08",100,50,"0.8","mieszane",2,"2",0,"","-","-9.46096E-05","0.008330764","-0.015873919","3.984353544","-0.000108124","-0.019878362","-0.023652393","2.091021743","zagraniczne","2017",-0.0184849311727123,4.10057077625571,"Novo Globalnego Dochodu2017"
"224","Novo Gotówkowy","Novo FIO (Gotówkowy)",1.02,"Novo","2008-08-04",100,50,"146.2","pieniê¿ne",1,"0",0,"","1","-2.02524E-06","0.001211467","-0.001419772","0.356362677","3.9308E-05","0.014219041","-0.000506311","0.304078296","polskie","2017",-0.0509944682141997,10.0293378995434,"Novo Gotówkowy2017"
"225","Novo Ma³ych i Œrednich Spó³ek","Novo FIO (Ma³ych i Œrednich Spó³ek)",4,"Novo","2017-06-06",100,50,"-","akcji",4,"4",0,"","-",NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2017",NA,1.18550228310502,"Novo Ma³ych i Œrednich Spó³ek2017"
"226","Novo Obligacji Przedsiêbiorstw","Novo FIO (Obligacji Przedsiêbiorstw)",2.18,"Novo","1998-06-01",100,50,"321.2","d³u¿ne",1.9,"0",0,"","1.9","4.44889E-05","0.001893917","-0.002813472","0.706181437","1.20088E-05","-0.000978046","0.011122216","0.475373241","polskie","2017",-0.0081573459874238,20.212899543379,"Novo Obligacji Przedsiêbiorstw2017"
"227","Novo Papierów D³u¿nych","Novo FIO (Papierów D³u¿nych)",1.97,"Novo","2001-01-19",100,50,"35.5","d³u¿ne",1.5,"1",0,"","1.51","-6.75824E-05","0.002706965","-0.003796681","0.952966825","-7.0466E-05","-0.012167833","-0.016895597","0.67944825","polskie","2017",-0.0469433794258797,17.5744292237443,"Novo Papierów D³u¿nych2017"
"228","Novo Stabilnego Wzrostu","Novo FIO (Stabilnego Wzrostu)",3.23,"Novo","1999-09-01",100,50,"52.5","mieszane",3,"2",0,"","3.02","0.000238472","0.006006254","-0.010113448","2.538475458","-0.000633937","-0.155894001","0.059617967","1.507569846","zagraniczne","2017",0.0295959534600561,18.9608447488584,"Novo Stabilnego Wzrostu2017"
"229","Novo Zrównowa¿onego Wzrostu","Novo FIO (Zrównowa¿onego Wzrostu)",4.39,"Novo","1998-06-01",100,50,"66.5","mieszane",4,"2",0,"","4.05","0.000291492","0.009097395","-0.017134035","4.300642731","-0.00111947","-0.265695724","0.072873023","2.283446078","zagraniczne","2017",0.0253445980430986,20.212899543379,"Novo Zrównowa¿onego Wzrostu2017"
"230","Open Finance Akcji","Open Finance Akcji",5.35,"Open Finance","2012-11-08",500,100,"11.5","akcji",4,"4",0,"20","5.48","0.000365681","0.007620775","-0.013246223","3.324801972","-0.000655875","-0.179025799","0.091420185","1.912814491","polskie","2017",0.0399516970200536,5.7634703196347,"Open Finance Akcji2017"
"231","Open Finance Akcji Ma³ych i Œrednich Spó³ek","Open Finance Akcji Ma³ych i Œrednich Spó³ek",5.02,"Open Finance","2012-11-08",500,100,"6.5","akcji",4,"4",0,"20","5.14","0.000573522","0.006745154","-0.011675118","2.930454658","0.000127341","0.029549757","0.143380547","1.693033656","polskie","2017",0.0758287034312802,5.7634703196347,"Open Finance Akcji Ma³ych i Œrednich Spó³ek2017"
"232","Open Finance Aktywnej Alokacji","Open Finance Aktywnej Alokacji",4.76,"Open Finance","2012-11-08",500,100,"13.1","mieszane",4,"4",0,"15","5.28","0.000154717","0.002392096","-0.004835959","1.213825743","-0.000171665","-0.051764104","0.038679146","0.600416186","zagraniczne","2017",0.0394378875055843,5.7634703196347,"Open Finance Aktywnej Alokacji2017"
"233","Open Finance Obligacji","Open Finance Obligacji",2.32,"Open Finance","2012-11-08",500,100,"38.1","d³u¿ne",2,"1",0,"","2.26","-1.25693E-05","0.001380451","-0.002174661","0.545840028","-0.000102027","-0.020213672","-0.003142332","0.346493147","polskie","2017",-0.0523598580724599,5.7634703196347,"Open Finance Obligacji2017"
"234","Open Finance Pieniê¿ny","Open Finance Pieniê¿ny",1.47,"Open Finance","2012-11-08",500,100,"55.3","d³u¿ne",1.2,"0",0,"","1.47","5.48463E-05","0.000379442","-0.000657456","0.165021347","5.47227E-05","0.014293721","0.013711569","0.095239857","polskie","2017",-0.0135282752472003,5.7634703196347,"Open Finance Pieniê¿ny2017"
"235","Open Finance Stabilnego Wzrostu","Open Finance Stabilnego Wzrostu",4.01,"Open Finance","2012-11-08",500,100,"19.2","mieszane",3.5,"3",0,"","4.01","5.43618E-05","0.001623992","-0.003820491","0.95894325","-0.000175914","-0.050826129","0.013590454","0.407622103","zagraniczne","2017",-0.00345797244463949,5.7634703196347,"Open Finance Stabilnego Wzrostu2017"
"236","Opera Avista.pl","OPERA FIO (Avista.pl)",0.93,"Opera","2007-02-28",500,500,"24.1","d³u¿ne",0.3,"0",0,"","0.72","-6.56173E-06","0.00201179","-0.003429632","0.864267264","3.55371E-06","0.001990449","-0.001646995","0.506971125","polskie","2017",-0.0328361797725659,11.462100456621,"Opera Avista.pl2017"
"237","Opera Equilibrium.pl","OPERA FIO (Equilibrium.pl)",4.07,"Opera","2008-06-30",500,500,"6.4","mieszane",1.75,"1",0,"10","2.52","-1.89627E-05","0.008079896","-0.014752134","3.717537877","-0.000992434","-0.187533756","-0.004759647","2.036133866","zagraniczne","2017",-0.00970449307383604,10.1252283105023,"Opera Equilibrium.pl2017"
"238","Opera Pecunia.pl","OPERA FIO (Pecunia.pl)",1.04,"Opera","2010-10-07",500,500,"12.2","pieniê¿ne",0.3,"0",0,"","0.86","1.58665E-05","0.001000493","-0.00167538","0.422195834","6.87861E-06","0.004827817","0.003982482","0.252124111","polskie","2017",-0.0436987876974606,7.85399543378995,"Opera Pecunia.pl2017"
"239","Opera NGO SFIO","OPERA NGO SFIO",4.55,"Opera","2006-02-22",50000,10000,"15.5","mieszane",1.5,"0",0,"10","2.54",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,12.4785388127854,"Opera NGO SFIO2017"
"240","Opera Alfa-plus.pl","OPERA SFIO (Alfa-plus.pl)",0.53,"Opera","2009-04-17",160000,10000,"32.2","absolutnej stopy zwrotu",0,"2",1,"25","0.36",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,9.32796803652968,"Opera Alfa-plus.pl2017"
"241","Opera Avista-plus.pl","OPERA SFIO (Avista-plus.pl)",1.09,"Opera","2009-04-17",160000,10000,"2","d³u¿ne",0,"1",1,"10","1.02",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,9.32796803652968,"Opera Avista-plus.pl2017"
"242","Opera Tutus-plus","OPERA SFIO (Tutus-plus)",2.01,"Opera","2011-12-07",160000,10000,"328.8","d³u¿ne",0.17,"2",1,"4.88","0.44",NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2017",NA,6.68675799086758,"Opera Tutus-plus2017"
"243","Rockbridge FIO Strategii Akcyjnej","Rockbridge FIO Strategii Akcyjnej",2.6,"Rockbridge","2008-10-20",1000,100,"8.7","absolutnej stopy zwrotu",2.5,"3",0,"20","2.64","0.0002164","0.003338646","-0.006037669","1.515454822","0.000155315","0.039322805","0.054100007","0.838000082","zagraniczne","2017",0.0466587150047558,9.81837899543379,"Rockbridge FIO Strategii Akcyjnej2017"
"244","Rockbridge Akcji","Rockbridge Subfundusz Akcji",4.03,"Rockbridge","1999-07-28",1000,100,"149.5","akcji",4,"4",0,"","4.05","0.000289896","0.008532944","-0.016805994","4.218304476","-0.000407095","-0.061996261","0.072473908","2.14176901","polskie","2017",0.0268347836445724,19.0567351598174,"Rockbridge Akcji2017"
"245","Rockbridge Akcji Rynków Wschodz¹cych","Rockbridge Subfundusz Akcji Rynków Wschodz¹cych",4.43,"Rockbridge","2001-02-01",1000,100,"20.2","akcji",4,"4",0,"","4.32","0.000236586","0.008563936","-0.016166281","4.057736551","-0.000412363","-0.070176063","0.059146425","2.149548025","zagraniczne","2017",0.0205375383506493,17.5388127853881,"Rockbridge Akcji Rynków Wschodz¹cych2017"
"246","Rockbridge Dywidendowy","Rockbridge Subfundusz Dywidendowy",5.99,"Rockbridge","2016-02-15",1000,100,"19","akcji",3.5,"4",0,"","4.33","0.000797935","0.005644742",NA,NA,NA,NA,"0.177141497","1.258777381","zagraniczne","2017",0.1288087150654,2.49223744292237,"Rockbridge Dywidendowy2017"
"247","Rockbridge Obligacji","Rockbridge Subfundusz Obligacji 1",2.02,"Rockbridge","1999-08-03",1000,100,"178.2","d³u¿ne",2,"1",0,"","2","-2.56611E-06","0.001368539","-0.002010543","0.504646296","2.89188E-05","0.016342256","-0.000641528","0.343503173","polskie","2017",-0.0455353231919054,19.040296803653,"Rockbridge Obligacji2017"
"248","Rockbridge Obligacji 2","Rockbridge Subfundusz Obligacji 2",2.03,"Rockbridge","1999-04-22",1000,100,"97.9","d³u¿ne",2,"1",0,"","2.01","6.55499E-06","0.00138739","-0.002444958","0.613684553","6.07737E-05","0.024647713","0.001638747","0.348234993","polskie","2017",-0.0383684961838399,19.3224885844749,"Rockbridge Obligacji 22017"
"249","Rockbridge Obligacji Korporacyjnych","Rockbridge Subfundusz Obligacji Korporacyjnych",1.02,"Rockbridge","2000-01-31",1000,100,"217.8","d³u¿ne",1,"2",0,"20","1.02","7.53645E-05","0.000523777","-0.000752333","0.188835551","9.44117E-05","0.027956213","0.018841137","0.13146809","polskie","2017",0.0292172572066727,18.5442922374429,"Rockbridge Obligacji Korporacyjnych2017"
"250","Rockbridge Selektywny","Rockbridge Subfundusz Selektywny",3.02,"Rockbridge","2009-05-08",1000,100,"107","absolutnej stopy zwrotu",3,"4",0,"","3.03","0.000107024","0.002389248","-0.004581255","1.149894883","0.000227359","0.058407436","0.026755879","0.599701172","zagraniczne","2017",0.0196028948230903,9.27043378995434,"Rockbridge Selektywny2017"
"251","Rockbridge Skarbowy","Rockbridge Subfundusz Skarbowy",1.52,"Rockbridge","1997-04-21",1000,100,"214.4","pieniê¿ne",1.5,"1",1,"","1.52","2.42111E-05","0.000420558","-0.000705055","0.176968784","2.94457E-05","0.00858476","0.006052764","0.105560075","polskie","2017",-0.0847596593693212,21.3252283105023,"Rockbridge Skarbowy2017"
"252","Rockbridge Stabilnego Wzrostu","Rockbridge Subfundusz Stabilnego Wzrostu",3.02,"Rockbridge","1997-04-21",1000,100,"231.9","mieszane",3,"2",0,"","3.03","9.12953E-05","0.003423138","-0.006565966","1.648057446","-0.000138652","-0.025077115","0.022823814","0.859207519","zagraniczne","2017",0.00910584908417218,21.3252283105023,"Rockbridge Stabilnego Wzrostu2017"
"253","Rockbridge Superior Akcji","Rockbridge Subfundusz Superior Akcji",1.2,"Rockbridge Superior","2015-06-22",500000,1000,"6.8","akcji",0.7,"0",0,"25","1.21","0.000456154","0.008448574","-0.015323654","3.846237116","-0.000580785","-0.098156022","0.114038497","2.120591989","polskie","2017",0.0467032307552493,3.14440639269406,"Rockbridge Superior Akcji2017"
"254","Rockbridge Superior Obligacji","Rockbridge Subfundusz Superior Obligacji",0.51,"Rockbridge Superior","2015-06-22",500000,1000,"13.7","d³u¿ne",0.35,"0",0,"25","0.69","7.99988E-05","0.001629433","-0.002447751","0.614385384","0.000178758","0.05002049","0.0199997","0.408987709","polskie","2017",0.012224572743823,3.14440639269406,"Rockbridge Superior Obligacji2017"
"255","Rockbridge Superior Pieniê¿ny","Rockbridge Subfundusz Superior Pieniê¿ny",0.42,"Rockbridge Superior","2015-06-22",500000,1000,"16.5","pieniê¿ne",0.3,"0",0,"25","0.48","6.87201E-05","0.00033358","-0.000543026","0.136299646","6.60478E-05","0.016912184","0.017180023","0.083728592","polskie","2017",0.0260367808406476,3.14440639269406,"Rockbridge Superior Pieniê¿ny2017"
"256","Rockbridge Superior Rynku Surowców","Rockbridge Subfundusz Superior Rynku Surowców",7.06,"Rockbridge Superior","2016-05-11",500000,1000,"10.2","inne",0.6,"0",0,"25","11.63",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,2.25673515981735,"Rockbridge Superior Rynku Surowców2017"
"257","Rockbridge Superior Selektywny","Rockbridge Subfundusz Superior Selektywny",0.59,"Rockbridge Superior","2015-06-22",500000,1000,"22","absolutnej stopy zwrotu",0.5,"0",0,"25","0.86","0.000190416","0.002217433","-0.004373965","1.097865149","0.000379543","0.127883277","0.047603924","0.556575623","zagraniczne","2017",0.0585795041188859,3.14440639269406,"Rockbridge Superior Selektywny2017"
"258","Rockbridge Zrównowa¿ony","Rockbridge Subfundusz Zrównowa¿ony",4.03,"Rockbridge","1999-11-03",1000,100,"183.1","mieszane",4,"3",0,"","4.04","0.000135606","0.005501223","-0.010764915","2.701993608","-0.000159236","-0.064807504","0.033901552","1.380806956","zagraniczne","2017",0.013688772292077,18.7881278538813,"Rockbridge Zrównowa¿ony2017"
"259","Copernicus Akcji","Subfundusz Akcji",5.56,"Copernicus","2010-07-08",500,100,"2.5","akcji",3.25,"2",0,"20","6.15",NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2017",NA,8.1033105022831,"Copernicus Akcji2017"
"260","Allianz Akcji","subfundusz Allianz Akcji",4.1,"Allianz","2004-01-28",200,50,"285.1","akcji",4,"4",0,"","4","0.000318222","0.00909099","-0.01613867","4.050806068","-0.000682505","-0.182000276","0.079555391","2.281838591","polskie","2017",0.0282909541694222,14.5497716894977,"Allianz Akcji2017"
"261","Allianz Akcji Globalnych","Subfundusz Allianz Akcji Globalnych",3.47,"Allianz","2014-01-09",200,50,"20.5","akcji",3,"4",0,"","3.47","0.000166843","0.008229277","-0.01525008","3.827769994","-8.94927E-05","-0.063868759","0.041710654","2.065548421","zagraniczne","2017",0.0129315070653577,4.59360730593607,"Allianz Akcji Globalnych2017"
"262","Allianz Akcji Ma³ych i Œrednich Spó³ek","subfundusz Allianz Akcji Ma³ych i Œrednich Spó³ek",4.16,"Allianz","2007-11-21",200,50,"149","akcji",4,"4",0,"","4.15","0.000418549","0.007364","-0.013627837","3.420587086","5.06146E-07","0.030659326","0.104637342","1.84836406","polskie","2017",0.0484955014760458,10.7333333333333,"Allianz Akcji Ma³ych i Œrednich Spó³ek2017"
"263","Allianz Aktywnej Alokacji","subfundusz Allianz Aktywnej Alokacji",3.89,"Allianz","2005-12-16",200,50,"144.1","mieszane",3.75,"3",0,"","3.55","4.22178E-05","0.003741133","-0.007736184","1.941782096","-0.000211841","-0.028023263","0.010554443","0.939024304","zagraniczne","2017",-0.00473422996727889,12.6648401826484,"Allianz Aktywnej Alokacji2017"
"264","Allianz Defensywna Multistrategia","Subfundusz Allianz Defensywna Multistrategia",1.86,"Allianz","2016-01-18",500,100,"4.4","mieszane",1.5,"3",0,"","1.75","0.000122545","0.002049204",NA,NA,NA,NA,"0.029655885","0.497956457","zagraniczne","2017",0.02943206136596,2.5689497716895,"Allianz Defensywna Multistrategia2017"
"265","Allianz Dynamiczna Multistrategia","Subfundusz Allianz Dynamiczna Multistrategia",3.21,"Allianz","2016-01-18",500,100,"5","mieszane",2.5,"4",0,"","3.03","0.000462023","0.004769182",NA,NA,NA,NA,"0.111809675","1.158911259","zagraniczne","2017",0.0835350198284682,2.5689497716895,"Allianz Dynamiczna Multistrategia2017"
"266","Allianz Dywidendowy Akcji Europejskich","Subfundusz Allianz Dywidendowy Akcji Europejskich",3.29,"Allianz","2016-01-18",500,100,"5.8","akcji",2.5,"4",0,"","3.29","0.000198069","0.007335427",NA,NA,NA,NA,"0.047932654","1.782508857","zagraniczne","2017",0.0184754504139892,2.5689497716895,"Allianz Dywidendowy Akcji Europejskich2017"
"267","Allianz Europe Equity Growth Select","Subfundusz Allianz Europe Equity Growth Select",2.56,"Allianz","2016-06-10",500,100,"13.2","akcji",2.5,"4",0,"","1.41",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,2.17454337899543,"Allianz Europe Equity Growth Select2017"
"268","Allianz Globalny Stabilnego Dochodu","Subfundusz Allianz Globalny Stabilnego Dochodu",2.59,"Allianz","2015-10-15",200,50,"50.6","mieszane",2,"3",0,"","2.59","0.000306248","0.001821009","-0.002600525","0.650131235","6.20677E-05","0.01546652","0.076255712","0.455252249","zagraniczne","2017",0.134553342975358,2.82933789954338,"Allianz Globalny Stabilnego Dochodu2017"
"269","Allianz India Equity","Subfundusz Allianz India Equity",0.72,"Allianz","2016-06-20",500,100,"6.6","akcji",2.5,"4",0,"","0",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,2.14714611872146,"Allianz India Equity2017"
"270","Allianz Ma³ych Spó³ek Europejskich","Subfundusz Allianz Ma³ych Spó³ek Europejskich",2.95,"Allianz","2016-01-18",500,100,"10.6","akcji",2.5,"4",0,"","2.74",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,2.5689497716895,"Allianz Ma³ych Spó³ek Europejskich2017"
"271","Allianz Obligacji Globalnych","Subfundusz Allianz Obligacji Globalnych",1.74,"Allianz","2014-01-09",200,50,"22.2","d³u¿ne",1.5,"1",0,"","1.56","0.00018552","0.001241573","-0.002391346","0.600227927","-5.48121E-05","-0.029874656","0.046380062","0.311634737","zagraniczne","2017",0.100695006924084,4.59360730593607,"Allianz Obligacji Globalnych2017"
"272","Allianz Obligacji Plus","subfundusz Allianz Obligacji Plus",1.59,"Allianz","2004-01-28",200,50,"246.3","d³u¿ne",1.5,"1",0,"","1.21","0.000153941","0.000547298","-0.001644887","0.412866646","-3.75848E-05","-0.012585277","0.038485324","0.137371691","polskie","2017",0.170961890539733,14.5497716894977,"Allianz Obligacji Plus2017"
"273","Allianz Pieniê¿ny","subfundusz Allianz Pieniê¿ny",1.07,"Allianz","2005-12-16",200,50,"343","pieniê¿ne",1,"0",0,"","0.97","7.85153E-05","0.000437931","-0.000917317","0.230246501","2.09556E-05","0.006128399","0.019628833","0.10992057","polskie","2017",0.0421107077592483,12.6648401826484,"Allianz Pieniê¿ny2017"
"274","Allianz Polskich Obligacji Skarbowych","subfundusz Allianz Polskich Obligacji Skarbowych",1.64,"Allianz","2005-12-16",200,50,"104.9","d³u¿ne",1.5,"1",0,"","1.63","4.85173E-05","0.001316004","-0.002761304","0.69308728","-5.98282E-05","-0.008026013","0.012129332","0.3303169","polskie","2017",-0.00869064828351198,12.6648401826484,"Allianz Polskich Obligacji Skarbowych2017"
"275","Allianz Selektywny","subfundusz Allianz Selektywny",4.21,"Allianz","2007-11-21",200,50,"114.1","akcji",4,"4",0,"","4.2","0.000359726","0.008360856","-0.014784168","3.71082626","-0.000471555","-0.08587339","0.089931607","2.09857487","polskie","2017",0.0357059488661465,10.7333333333333,"Allianz Selektywny2017"
"276","Allianz Stabilnego Wzrostu","subfundusz Allianz Stabilnego Wzrostu",3.59,"Allianz","2004-01-28",200,50,"252.3","mieszane",3.5,"3",0,"","3.53","9.06408E-05","0.003404589","-0.00600676","1.507696752","-0.000242831","-0.056964353","0.022660191","0.854551858","zagraniczne","2017",0.00896398612710055,14.5497716894977,"Allianz Stabilnego Wzrostu2017"
